NAME: ,run_113_5_1.csv,,,,,
EXPERIMENT TIME: ,13/03/2024 12:13,,,,,
ACTIVITY TYPE: ,RUNNING,,,,,
COUNT OF ACTUAL STEPS: ,18,,,,,
,,,,,,
Time[sec],ACC X,ACC Y,ACC Z,GYRO X,GYRO Y,GYRO Z
343.98,-9.07,-2.55,2.31,-0.09,-0.02,-0.01
344.04,-9.23,-2.59,2.08,-0.08,0.06,-0.05
344.09,-8.95,-2.2,2.59,-0.03,0.04,-0.03
344.15,-9.03,-1.84,2.47,-0.1,0.1,0
344.2,-9.97,-2.39,2.47,-0.14,0.03,-0.03
344.26,-9.03,-1.96,3.57,-0.06,-0.16,0.02
344.31,-9.07,-1.88,3.26,-0.02,-0.01,0
344.36,-8.88,-2.08,3.18,0.02,0.21,-0.07
0.42,-8.4,-1.88,3.14,0.17,0.34,-0.21
0.47,-9.11,-2.04,3.41,0.3,0.26,-0.28
344.52,-9.15,-0.31,3.45,0.57,0,-0.22
344.58,-8.13,-2.16,2.79,0.28,0.32,0.1
344.63,-8.09,-0.16,2.24,0.43,0.38,0.04
0.69,-8.99,-2.47,1.22,0.03,0.23,-0.11
344.74,-8.76,-2.28,1.92,0.41,0.06,-0.32
344.8,-10.4,-2.9,4.75,0.75,1.32,-0.72
344.85,-12.64,2.24,4.67,0.95,1.61,-0.84
0.9,-13.43,1.65,5.88,-0.1,1.45,-0.62
0.96,-9.03,-1.37,1.14,-0.64,0.77,-0.6
345.01,-6.33,3.22,-1.77,-1.64,-0.61,1.07
345.07,-11.07,-2.43,-2.67,-2.12,-1.73,1.7
345.12,-12.95,-7.49,2.39,-0.83,-2.64,0.23
345.17,-19.51,0.27,7.92,-0.02,-3.85,0.4
345.23,-16.49,-4.04,13.77,-2.21,-3.59,0.18
345.28,-7.03,-6.43,6,0.52,-1.25,-0.51
345.33,1.28,1.14,-1.61,1.63,0.82,0.24
345.39,4.66,-1.41,-2.59,0.42,-1.27,-0.41
44,1.48,-2.24,2.94,0.47,2.58,-0.9
345.66,-15.39,0.04,12.51,-1.08,4.17,-1.9
0.72,-19.51,2.16,2.67,-0.22,3.08,-0.59
0.77,-9.11,-4.67,1.29,-1.47,3.06,-0.41
345.83,-2.09,1.33,0,-0.41,-0.69,0.12
345.88,3.13,3.61,-1.61,-0.5,-1.08,1.65
345.93,-2.4,-1.8,-7.81,-0.75,-2.17,0.66
345.99,-19.51,-4.08,-3.14,-3.15,-2.77,2.22
346.04,-19.51,-2.51,1.26,0.44,-2.06,0.84
346.1,-19.51,-1.61,9.06,-1.49,-1.77,0.3
346.15,-0.91,-1.02,2.94,0.31,-1,-0.5
346.2,6.19,-2.67,-2.82,0.72,-0.93,0.05
346.26,6.27,-0.59,-1.41,0.36,1.06,-1.09
346.46,-19.51,16.63,5.69,0.19,3.98,-1.13
346.52,-5.46,5.77,-1.45,0.68,3.61,-0.33
346.57,-15.58,-4.55,3.73,0.42,1.14,-0.16
0.63,-7.66,-10,1.26,-0.15,0.35,-2.06
346.68,-2.05,3.02,2.39,0.09,-0.82,0.47
346.73,-0.09,0.51,1.14,-1.13,-1.7,0.91
346.79,-19.15,1.18,-0.27,-1.99,-2.26,1.02
346.84,-19.51,-17,5.18,-1.6,-2.93,-0.01
346.9,-12.25,4.67,12.83,-0.04,-3.5,1.11
346.95,-6.91,-7.45,7.57,-1.19,-1.74,-0.2
347.01,4.97,-0.71,0.12,-0.21,-0.3,0.53
347.06,4.19,-0.71,-3.88,0.67,0.4,0.13
347.27,-12.48,8.87,11.92,0,2.61,0.58
0.33,-1.58,8,9.06,2.49,1.87,-0.36
347.38,-15.07,-3.02,1.53,-0.23,1.29,-1.02
347.44,1.25,-1.77,0.51,-0.15,0.37,-0.26
347.49,-1.7,-0.24,-1.33,-0.05,-0.77,0.22
347.54,-0.28,-4.2,-0.35,-0.27,-2.1,0.14
0.6,-19.51,2.86,3.33,0.01,-2.17,0.95
347.65,-19.51,-18,6.67,-0.11,-2.59,0.79
347.71,-5.31,9.61,11.81,0.29,-2.12,0.88
347.76,-12.72,-5.73,10,-2.18,-1.67,-0.36
347.81,-3.19,3.06,3.92,-0.48,0.92,0.4
87,2.42,-0.47,0.43,0.04,0.16,0.64
0.92,-4.87,-2.55,0.24,-1.28,-0.65,0.03
347.98,-1.62,4.12,-20.01,0.62,-1.5,1.47
348.03,-4.44,10.9,-4.55,2.18,0.5,1.07
348.08,-6.6,-10,9.38,-2.15,0.32,0.42
348.14,-9.11,-4.35,7.34,0.14,1.86,-0.31
348.19,-10.72,6.63,3.92,-0.78,1.52,-0.41
348.25,-8.33,-1.45,1.29,-0.99,0.64,-0.13
348.3,-2.09,0.47,-0.31,-1.53,-0.29,-0.14
348.35,-2.95,-2.63,-2.47,-1.82,-1.63,-0.2
348.41,-19.51,-4.75,3.45,-1.42,-1.1,0.99
348.46,-13.94,5.84,1.37,0.58,-1.37,2.01
348.52,-12.13,2,3.96,-3.16,-0.91,1.94
348.57,-14.92,-5.77,6.16,-2.15,-1.58,1.39
348.62,-6.64,1.37,4.71,-3.84,-0.68,2.44
348.68,-7.82,-0.75,1.1,-3.01,-0.33,1.36
348.73,-2.72,-1.45,3.57,-3.01,-0.55,1.11
348.79,-7.74,-0.9,4.47,-1.98,0.14,0.83
348.84,-8.6,-0.98,2.82,-2.05,-0.26,1.13
348.89,-19.51,-1.92,-6.59,-0.91,-0.61,0.31
348.95,-5.15,-2,6.2,-1.92,-1.36,0.64
349,-15.27,-2.59,2.31,-1.56,0.6,0.76
349.06,-7.86,-3.37,1.29,-1.38,0.33,0.53
349.11,-7.82,-2.47,3.26,-1.22,0.28,0.66
349.16,-7.07,-2,2.28,-1.08,-0.2,0.15
349.22,-8.37,-3.57,2.16,-0.94,0.49,-0.08
0.27,-8.72,-2.12,3.53,-0.75,1.18,-0.22
349.33,-14.29,0.47,3.33,-0.7,1.73,-0.27
349.38,-14.84,-0.86,2.47,-0.78,1.31,-0.17
349.43,-10.64,1.45,2.82,-1.33,-0.73,-0.21
349.49,-11.97,-1.1,0.16,-2.02,-1.9,1.1
349.54,-9.19,-7.49,-0.47,-2.84,-2.66,0.8
349.6,-19.51,-4.63,2.24,0.14,-3.7,0.72
349.65,-15.82,3.02,11.06,-0.99,-3.53,0.86
349.7,-11.9,-4.75,10.43,-1.86,-2.77,0.33
0.76,0.81,-2.71,1.1,0.25,0.42,0.5
349.81,1.99,-1.88,-2.82,0.11,-1.06,0.89
0.04,13.48,2.43,6.2,1.43,-1.91,-0.28
350.1,-19.51,-11,7.65,-0.39,2.74,-0.87
350.15,-11.27,9.1,2.55,0.89,4.35,-0.33
350.2,-19.51,-4.82,1.96,-0.5,2.22,-0.34
350.26,-7.31,-3.41,1.73,-0.48,1.07,-1.01
350.31,-2.64,-2.04,1.53,-1.24,-1.08,0.46
350.37,-4.4,0.27,-2.79,-1.44,-1.82,1.43
350.42,-12.21,-8.75,-1.26,-1.71,-2.73,1.07
350.48,-19.51,6.63,2.75,-0.37,-2.03,0.2
350.53,-15.9,-6.16,10.59,-0.77,-2.96,0.03
350.58,-4.68,-1.61,5.26,0.55,-0.43,0.09
350.64,0.81,0.51,0.31,0.44,-0.59,0.08
350.92,-19.51,-3.65,7.53,-0.22,3.83,-1.92
350.97,-11.23,5.49,0.9,0.9,4.49,-0.49
351.03,-14.6,-5.06,4.94,-0.06,0.69,-0.39
351.08,-7.42,-8.67,-3.06,0.25,0.69,-1.46
351.14,-1.89,0.75,1.37,0.33,-0.68,0.24
351.19,1.21,-1.84,0.67,-0.92,-1.58,1.23
351.24,-15.82,-4.2,4.31,-1.13,-1.95,1.1
351.3,-19.51,-19,2.24,-0.03,-2.24,0.15
351.35,-16.41,8.79,13.93,1.4,-3.18,-0.03
351.41,-10.76,-4.9,7.18,-1.18,-1.77,-0.68
351.46,-1.58,2.63,2.24,-0.56,0.33,0.09
351.51,6.54,-2.94,-2.94,-0.29,0.27,-0.45
351.8,-7.38,-0.12,5.37,0.78,3.12,-0.37
351.86,-18.92,-0.75,-2.35,0.59,2.75,-0.48
351.91,-5.74,-5.3,7.53,-0.37,1.47,-1.27
351.96,-2.68,4.39,0.12,-0.2,-0.16,-0.42
352.02,-1.07,-1.29,-0.63,-0.58,-0.95,1.05
352.07,-18.09,-1.77,0.86,-2.11,-2.39,1.34
352.12,-19.51,-19,-1.92,-0.65,-2.62,0.79
352.18,-11.35,6.08,10.36,1.69,-2.99,0.17
352.23,-19.51,-3.8,8.2,-1.25,-1.99,-0.98
352.29,-0.72,0.94,5.02,0.27,-0.96,-0.2
352.34,5.25,1.37,-1.57,0.98,1.52,-0.44
352.39,6.66,0,1.57,-0.03,-1.44,-0.18
352.45,-7.15,-2.35,2.51,-0.2,0.78,-0.34
352.5,-6.21,-13,1.53,-2.07,-0.37,0.11
352.56,-8.4,4.43,10.32,2.64,-1.05,-0.13
352.61,-19.51,-13,10.51,-1.41,3.1,-1.03
352.67,-11.7,3.3,4.63,0.05,3,-0.35
352.72,-13.07,-3.77,2.24,-0.13,1.68,0.1
352.77,-2.21,-1.96,1.53,0.1,-0.19,-0.31
352.83,0.11,1.77,0.75,-0.04,-0.87,-0.69
352.88,0.54,-1.33,-5.73,-0.75,-1.86,0.27
352.93,-19.51,-1.61,6.32,0.39,-1.5,1.6
352.99,-19.51,-2.24,2.94,0.73,-2.28,1.92
353.04,-5.31,8.08,7.92,-1.01,-1.52,1.12
0.1,-12.41,-4.98,4.9,-2.31,-1.84,0.61
353.15,0.97,0,6.59,-1.98,0.6,0.54
353.2,-2.25,0.59,5.77,-1.26,1.19,1.23
353.26,-14.21,-7.77,8.16,-2.63,-0.51,0.13
353.31,-7.86,-4.47,-5.3,-1.19,-0.8,0.26
353.37,-7.27,4.47,0.71,-0.69,2.76,1.76
353.42,-7.23,-8.63,1.1,-2.49,-0.82,0.52
353.48,-11.07,1.8,4.51,-0.78,1.87,0.35
353.53,-7.74,-0.63,2.55,-0.83,1.11,0.25
353.58,-6.87,0.43,2.43,-1.35,1.08,0.17
353.64,-9.39,-2.08,2.28,-1.44,0.66,0.07
353.69,-9.5,-2.86,3.26,-0.53,0.2,0.01
353.74,-9.7,-1.65,1.84,-0.23,0.12,0.02
353.8,-9.54,-2.51,3.02,-0.24,0.4,0.33
353.85,-8.99,-1.41,2.9,0.04,0.28,0.16
353.91,-9.23,-0.94,3.1,-0.04,0.2,0.07
353.96,-10.01,-2.63,2.9,-0.05,0.01,0.05
