NAME: ,walk_113_4_1.csv,,,,,
EXPERIMENT TIME: ,13/03/2024 12:10,,,,,
ACTIVITY TYPE: ,WALKING,,,,,
COUNT OF ACTUAL STEPS: ,28,,,,,
,,,,,,
Time[sec],ACC X,ACC Y,ACC Z,GYRO X,GYRO Y,GYRO Z
166.84,-9.19,-1.61,3.22,0.08,0.17,0.02
166.89,-9.27,-2.35,3.41,0.27,0.29,-0.08
166.95,-9.15,-1.61,2.94,0.42,0.39,-0.06
167,-8.91,-1.77,3.02,0.33,0.38,-0.11
167.05,-8.84,-1.92,2.16,0.42,0.32,-0.18
167.11,-10.68,-1.14,2.16,0.36,0.32,-0.18
167.16,-9.23,-2.08,2.43,0.26,0.35,-0.06
167.22,-9.5,-1.1,1.92,0.51,0.49,-0.12
167.27,-9.11,0,2.28,0.46,0.5,-0.11
167.32,-9.27,0.04,2.35,0.17,0.49,-0.13
167.38,-8.68,-0.94,2.16,0.03,0.48,-0.19
167.43,-9.7,-0.47,1.73,-0.04,0.46,-0.22
167.49,-9.03,-0.08,1.41,-0.07,0.5,-0.27
167.54,-10.09,-0.71,0.39,-0.16,0.62,-0.25
167.6,-11.27,-2.55,3.14,0.17,0.52,-0.2
167.65,-14.92,-2.04,2.51,0.58,0.26,-0.38
167.7,-13.9,-1.73,1.69,0.75,-0.53,0.09
167.76,-10.29,0.27,3.69,-0.28,-1.45,0.69
167.81,-8.21,-2.98,0.24,-1.35,-1.88,0.48
167.87,-9.66,-3.41,1.02,-0.72,-1.51,0.69
167.92,-8.09,-2.04,2.24,0.13,-1.75,0.48
167.97,-5.82,-0.67,3.37,-0.58,-2.06,0.36
168.03,-6.6,-1.84,3.92,0,-1.49,0.84
168.08,-3.38,-0.43,4.9,-0.34,-0.34,0.48
168.13,-4.76,0.04,5.61,-0.59,1.48,-0.27
168.19,-17.66,-1.41,3.77,-0.95,0.33,-0.01
168.24,-9.82,-4.51,6.04,-0.5,-0.44,0.29
168.3,-13.03,-10,-0.31,0.5,1.26,-0.94
168.35,-7.97,2.31,3.53,0.71,0.24,0.12
168.4,-7.23,-5.45,1.22,0.48,1.4,-0.12
168.46,-6.52,-0.78,0.94,1.12,1.38,0.09
168.51,-6.87,-0.51,0.63,0.56,1.18,-0.46
168.57,-8.88,-1.49,1.45,0.53,1.45,-0.64
168.62,-8.84,-1.06,1.65,0.61,1.36,-0.7
168.68,-9.03,-0.86,1.49,0.56,0.69,-0.74
168.73,-10.4,-1.02,0.59,0.3,0.27,-0.46
168.78,-16.84,-0.08,2.86,0.35,0.03,0.12
0.84,-12.6,-1.92,-0.43,-0.27,-1.54,0.79
168.89,-14.84,-8.75,2.79,-0.74,-2.28,1.5
168.95,-9.58,2.35,0.82,0.32,-0.98,0.8
169,-8.25,-1.92,3.96,-0.43,-2.05,0.76
169.05,-4.6,-1.02,3.88,-1.15,-2.03,0.6
0.11,-3.7,-1.88,2.94,-0.83,-1.21,0.46
169.16,-2.6,-1.02,2.94,-0.68,-0.01,0.87
169.21,-4.09,-0.78,6.71,-0.7,1.66,-0.26
169.27,-13.62,-3.49,7.14,-0.5,1.24,-0.54
169.32,-12.01,-2.9,14.83,0.05,-0.38,0.06
0.38,-7.78,-8.71,1.22,1.16,-0.71,-0.32
169.43,-12.88,3.3,2.82,0.34,0.18,-0.62
169.49,-5.27,-6.39,2.2,0.46,1.04,-0.11
169.54,-5.03,1.57,1.29,1.34,1.32,0.11
169.59,-7.11,-0.63,0.59,0.4,1.3,-0.38
169.65,-8.21,-2.51,2.24,0.51,1.26,-0.61
169.7,-8.76,-0.9,1.73,0.62,1.38,-0.84
169.76,-9.78,-1.14,0.82,0.63,0.88,-0.95
169.81,-10.05,-0.78,0.9,0.32,0.24,-0.32
169.86,-17.35,-0.75,1.49,0.02,0.01,0.34
0.92,-12.88,-3.8,-1.26,-0.24,-1.72,1.16
169.97,-16.29,-7.49,2.16,0.12,-2.33,1.17
170.02,-8.91,3.3,2,0.3,-1.34,0.67
170.08,-7.07,-2.71,3.61,-0.66,-1.96,0.57
170.13,-2.91,-1.69,3.1,-1.01,-2.06,0.38
170.19,-3.15,-1.88,3.53,-0.58,-1.23,0.28
170.24,-3.7,-1.1,3.96,-0.45,0.61,0.59
170.29,-5.74,-0.43,6.98,-0.39,1.83,-0.17
170.35,-14.09,-2.12,6.04,-0.5,0.86,-0.36
170.4,-15.35,-3.57,8.39,-0.03,0.05,-0.11
0.46,-10.05,-10,1.61,0.6,-0.32,-0.72
