NAME: ,run_113_2_1.csv,,,,,
EXPERIMENT TIME: ,13/03/2024 12:11,,,,,
ACTIVITY TYPE: ,RUNNING,,,,,
COUNT OF ACTUAL STEPS: ,19,,,,,
,,,,,,
Time[sec],ACC X,ACC Y,ACC Z,GYRO X,GYRO Y,GYRO Z
251.31,-9.5,-1.33,2.39,0.13,0.13,-0.14
251.37,-9.31,-1.14,2.51,0.17,0.17,-0.14
251.42,-9.07,-1.06,2.35,0.16,0.15,-0.17
251.48,-8.76,-0.63,2.51,0.13,0.2,-0.25
251.53,-9.58,-1.14,3.18,-0.02,0.22,-0.38
0.58,-8.88,-1.49,2.82,0.13,0.27,-0.34
251.64,-9.31,-0.35,1.96,0.21,0.54,-0.26
251.69,-9.54,-0.59,1.69,0.11,0.66,-0.29
251.75,-8.4,-0.71,1.88,0.09,0.43,-0.16
251.8,-10.25,-0.94,0.67,-0.25,0.65,-0.08
251.85,-9.39,-1.37,2.79,0.07,0.44,0.22
251.91,-13.7,1.96,3.8,0.43,0.26,0.07
251.96,-12.41,0.86,3.06,-0.15,-0.37,0.07
252.02,-6.13,-1.84,3.33,-0.55,-1.79,0.39
252.07,-6.87,0.75,1.65,-1.2,-2.03,0.56
252.12,-13.23,-1.29,5.65,-0.79,-3.06,1.35
252.18,-18.92,2.04,11.53,-1.72,-3.19,0.36
252.23,-13.43,1.14,13.53,-1.73,-3.09,0.75
252.29,-4.01,-3.65,8.94,-0.39,0.63,0.15
252.34,-4.13,-0.71,-0.78,-0.18,1.22,0.79
252.39,1.56,-4.9,-0.39,0.23,0.05,-0.28
252.45,1.64,-0.08,2.28,0.9,1.16,-0.57
252.5,-11.35,-3.3,-4.59,1.8,2.16,0.18
252.56,-6.44,-9.02,-1.73,-0.03,2.61,-3.17
252.61,-9.27,4.94,8.79,1.86,2.87,0.38
252.66,-7.03,5.18,6.35,0.67,2.65,-0.5
252.72,-19.51,2,-1.26,0.01,3.01,-0.32
252.77,-8.76,-3.61,4.9,-0.33,1.68,-0.84
252.83,-0.83,1.26,-1.33,-0.61,-0.73,-0.6
252.88,-1.89,1.53,3.53,-0.28,-0.99,1.05
252.93,-8.52,2.75,-2.59,-1.03,-2.13,0.66
252.99,-19.51,-18,2.08,-0.94,-2.99,0.83
253.04,-13.43,3.06,13.26,-0.61,-3.55,0.19
253.1,-15.82,-3.45,4.08,-1.42,-1.27,-0.46
253.15,-0.4,1.49,2.24,-0.19,-0.33,0.18
253.2,2.5,-2.08,-1.37,1.39,-0.02,0.56
253.26,3.8,-2.28,-0.9,0.54,0.5,-0.44
253.31,-7.82,-0.98,3.26,0.6,1.45,0.13
253.37,-19.51,-20,-6.75,-0.06,-1.19,-0.91
253.42,-10.64,11.02,10.24,3.99,1.62,-0.53
253.47,-19.51,-9.18,4.63,-0.91,4.66,-0.96
